customer_name,total_sales,customer_rank
"Bobby Odegard",130.83,775
"Ed Ludwig",124.28,776
"Dianna Arnett",123.86399999999999,777
"Clay Cheatham",113.832,778
"Roland Murray",98.35,779
"Karen Seio",88.47200000000001,780
"Anemone Ratner",88.15,781
"Fred Wasserman",79.75,782
"Jasper Cacioppo",67.335,783
"Barry Weirich",60.772,784
"Adrian Shami",58.82,785
"Larry Blacks",50.188,786
"Ricardo Emerson",48.36,787
"Susan Gilcrest",41.072,788
"Roy Skaria",22.328,789
"Carl Jackson",16.52,790
"Mitch Gastineau",12.32,791
"Lela Donovan",5.304,792
"Thais Sissman",4.833,793
